,fii_buy,fii_sell,fii_net,status
2019-01-01,956.57,1957.92,-1001.35,ok
2019-01-02,956.57,1957.92,-1001.35,ok
2019-01-03,956.57,1957.92,-1001.35,ok
2019-01-04,956.57,1957.92,-1001.35,ok
2019-01-07,956.57,1957.92,-1001.35,ok
2019-01-08,956.57,1957.92,-1001.35,ok
2019-01-09,956.57,1957.92,-1001.35,ok
2019-01-10,956.57,1957.92,-1001.35,ok
2019-01-11,956.57,1957.92,-1001.35,ok
2019-01-14,956.57,1957.92,-1001.35,ok
2019-01-15,956.57,1957.92,-1001.35,ok
2019-01-16,956.57,1957.92,-1001.35,ok
2019-01-17,956.57,1957.92,-1001.35,ok
2019-01-18,956.57,1957.92,-1001.35,ok
2019-01-21,956.57,1957.92,-1001.35,ok
2019-01-22,956.57,1957.92,-1001.35,ok
2019-01-23,956.57,1957.92,-1001.35,ok
2019-01-24,956.57,1957.92,-1001.35,ok
2019-01-25,956.57,1957.92,-1001.35,ok
2019-01-28,956.57,1957.92,-1001.35,ok
2019-01-29,956.57,1957.92,-1001.35,ok
2019-01-30,956.57,1957.92,-1001.35,ok
2019-01-31,956.57,1957.92,-1001.35,ok
2019-02-01,10906.27,8015.23,2891.04,ok
2019-02-04,10906.27,8015.23,2891.04,ok
2019-02-05,10906.27,8015.23,2891.04,ok
2019-02-06,10906.27,8015.23,2891.04,ok
2019-02-07,10906.27,8015.23,2891.04,ok
2019-02-08,10906.27,8015.23,2891.04,ok
2019-02-11,10906.27,8015.23,2891.04,ok
2019-02-12,10906.27,8015.23,2891.04,ok
2019-02-13,10906.27,8015.23,2891.04,ok
2019-02-14,10906.27,8015.23,2891.04,ok
2019-02-15,10906.27,8015.23,2891.04,ok
2019-02-18,10906.27,8015.23,2891.04,ok
2019-02-19,10906.27,8015.23,2891.04,ok
2019-02-20,10906.27,8015.23,2891.04,ok
2019-02-21,10906.27,8015.23,2891.04,ok
2019-02-22,10906.27,8015.23,2891.04,ok
2019-02-25,10906.27,8015.23,2891.04,ok
2019-02-26,10906.27,8015.23,2891.04,ok
2019-02-27,10906.27,8015.23,2891.04,ok
2019-02-28,10906.27,8015.23,2891.04,ok
2019-03-01,12931.83,9756.48,3175.35,ok
2019-03-04,12931.83,9756.48,3175.35,ok
2019-03-05,12931.83,9756.48,3175.35,ok
2019-03-06,12931.83,9756.48,3175.35,ok
2019-03-07,12931.83,9756.48,3175.35,ok
2019-03-08,12931.83,9756.48,3175.35,ok
2019-03-11,12931.83,9756.48,3175.35,ok
2019-03-12,12931.83,9756.48,3175.35,ok
2019-03-13,12931.83,9756.48,3175.35,ok
2019-03-14,12931.83,9756.48,3175.35,ok
2019-03-15,12931.83,9756.48,3175.35,ok
2019-03-18,12931.83,9756.48,3175.35,ok
2019-03-19,12931.83,9756.48,3175.35,ok
2019-03-20,12931.83,9756.48,3175.35,ok
2019-03-21,12931.83,9756.48,3175.35,ok
2019-03-22,12931.83,9756.48,3175.35,ok
2019-03-25,12931.83,9756.48,3175.35,ok
2019-03-26,12931.83,9756.48,3175.35,ok
2019-03-27,12931.83,9756.48,3175.35,ok
2019-03-28,12931.83,9756.48,3175.35,ok
2019-03-29,12931.83,9756.48,3175.35,ok
2019-04-01,350003.95,299655.46,50348.49,ok
2019-04-02,14230.36,11102.62,3127.74,ok
2019-04-03,14230.36,11102.62,3127.74,ok
2019-04-04,14230.36,11102.62,3127.74,ok
2019-04-05,14230.36,11102.62,3127.74,ok
2019-04-08,14230.36,11102.62,3127.74,ok
2019-04-09,14230.36,11102.62,3127.74,ok
2019-04-10,14230.36,11102.62,3127.74,ok
2019-04-11,14230.36,11102.62,3127.74,ok
2019-04-12,14230.36,11102.62,3127.74,ok
2019-04-15,14230.36,11102.62,3127.74,ok
2019-04-16,14230.36,11102.62,3127.74,ok
2019-04-17,14230.36,11102.62,3127.74,ok
2019-04-18,14230.36,11102.62,3127.74,ok
2019-04-19,14230.36,11102.62,3127.74,ok
2019-04-22,14230.36,11102.62,3127.74,ok
2019-04-23,14230.36,11102.62,3127.74,ok
2019-04-24,14230.36,11102.62,3127.74,ok
2019-04-25,14230.36,11102.62,3127.74,ok
2019-04-26,14230.36,11102.62,3127.74,ok
2019-04-29,14230.36,11102.62,3127.74,ok
2019-04-30,14230.36,11102.62,3127.74,ok
2019-05-01,,,,holiday
2019-05-02,8429.48,8465.38,-35.9,ok
2019-05-03,8429.48,8465.38,-35.9,ok
2019-05-06,8429.48,8465.38,-35.9,ok
2019-05-07,8429.48,8465.38,-35.9,ok
2019-05-08,8429.48,8465.38,-35.9,ok
2019-05-09,8429.48,8465.38,-35.9,ok
2019-05-10,8429.48,8465.38,-35.9,ok
2019-05-13,8429.48,8465.38,-35.9,ok
2019-05-14,8429.48,8465.38,-35.9,ok
2019-05-15,8429.48,8465.38,-35.9,ok
2019-05-16,8429.48,8465.38,-35.9,ok
2019-05-17,8429.48,8465.38,-35.9,ok
2019-05-20,8429.48,8465.38,-35.9,ok
2019-05-21,8429.48,8465.38,-35.9,ok
2019-05-22,8429.48,8465.38,-35.9,ok
2019-05-23,8429.48,8465.38,-35.9,ok
2019-05-24,8429.48,8465.38,-35.9,ok
2019-05-27,8429.48,8465.38,-35.9,ok
2019-05-28,8429.48,8465.38,-35.9,ok
2019-05-29,8429.48,8465.38,-35.9,ok
2019-05-30,8429.48,8465.38,-35.9,ok
2019-05-31,8429.48,8465.38,-35.9,ok
2019-06-03,9512.23,8543.1,969.13,ok
2019-06-04,9512.23,8543.1,969.13,ok
2019-06-05,9512.23,8543.1,969.13,ok
2019-06-06,9512.23,8543.1,969.13,ok
2019-06-07,9512.23,8543.1,969.13,ok
2019-06-10,9512.23,8543.1,969.13,ok
2019-06-11,9512.23,8543.1,969.13,ok
2019-06-12,9512.23,8543.1,969.13,ok
2019-06-13,9512.23,8543.1,969.13,ok
2019-06-14,9512.23,8543.1,969.13,ok
2019-06-17,9512.23,8543.1,969.13,ok
2019-06-18,9512.23,8543.1,969.13,ok
2019-06-19,9512.23,8543.1,969.13,ok
2019-06-20,9512.23,8543.1,969.13,ok
2019-06-21,9512.23,8543.1,969.13,ok
2019-06-24,9512.23,8543.1,969.13,ok
2019-06-25,9512.23,8543.1,969.13,ok
2019-06-26,9512.23,8543.1,969.13,ok
2019-06-27,9512.23,8543.1,969.13,ok
2019-06-28,9512.23,8543.1,969.13,ok
2019-07-01,5382.69,5951.53,-568.84,ok
2019-07-02,5382.69,5951.53,-568.84,ok
2019-07-03,5382.69,5951.53,-568.84,ok
2019-07-04,5382.69,5951.53,-568.84,ok
2019-07-05,5382.69,5951.53,-568.84,ok
2019-07-08,5382.69,5951.53,-568.84,ok
2019-07-09,5382.69,5951.53,-568.84,ok
2019-07-10,5382.69,5951.53,-568.84,ok
2019-07-11,5382.69,5951.53,-568.84,ok
2019-07-12,5382.69,5951.53,-568.84,ok
2019-07-15,5382.69,5951.53,-568.84,ok
2019-07-16,5382.69,5951.53,-568.84,ok
2019-07-17,5382.69,5951.53,-568.84,ok
2019-07-18,5382.69,5951.53,-568.84,ok
2019-07-19,5382.69,5951.53,-568.84,ok
2019-07-22,5382.69,5951.53,-568.84,ok
2019-07-23,5382.69,5951.53,-568.84,ok
2019-07-24,5382.69,5951.53,-568.84,ok
2019-07-25,5382.69,5951.53,-568.84,ok
2019-07-26,5382.69,5951.53,-568.84,ok
2019-07-29,5382.69,5951.53,-568.84,ok
2019-07-30,5382.69,5951.53,-568.84,ok
2019-07-31,5382.69,5951.53,-568.84,ok
2019-08-01,5886.28,7262.63,-1376.35,ok
2019-08-02,5886.28,7262.63,-1376.35,ok
2019-08-05,5886.28,7262.63,-1376.35,ok
2019-08-06,5886.28,7262.63,-1376.35,ok
2019-08-07,5886.28,7262.63,-1376.35,ok
2019-08-08,5886.28,7262.63,-1376.35,ok
2019-08-09,5886.28,7262.63,-1376.35,ok
2019-08-12,5886.28,7262.63,-1376.35,ok
2019-08-13,5886.28,7262.63,-1376.35,ok
2019-08-14,5886.28,7262.63,-1376.35,ok
2019-08-15,5886.28,7262.63,-1376.35,ok
2019-08-16,5886.28,7262.63,-1376.35,ok
2019-08-19,5886.28,7262.63,-1376.35,ok
2019-08-20,5886.28,7262.63,-1376.35,ok
2019-08-21,5886.28,7262.63,-1376.35,ok
2019-08-22,5886.28,7262.63,-1376.35,ok
2019-08-23,5886.28,7262.63,-1376.35,ok
2019-08-26,5886.28,7262.63,-1376.35,ok
2019-08-27,5886.28,7262.63,-1376.35,ok
2019-08-28,5886.28,7262.63,-1376.35,ok
2019-08-29,5886.28,7262.63,-1376.35,ok
2019-08-30,5886.28,7262.63,-1376.35,ok
2019-09-02,,,,holiday
2019-09-03,7522.81,6710.66,812.15,ok
2019-09-04,7522.81,6710.66,812.15,ok
2019-09-05,7522.81,6710.66,812.15,ok
2019-09-06,7522.81,6710.66,812.15,ok
2019-09-09,7522.81,6710.66,812.15,ok
2019-09-10,7522.81,6710.66,812.15,ok
2019-09-11,7522.81,6710.66,812.15,ok
2019-09-12,7522.81,6710.66,812.15,ok
2019-09-13,7522.81,6710.66,812.15,ok
2019-09-16,7522.81,6710.66,812.15,ok
2019-09-17,7522.81,6710.66,812.15,ok
2019-09-18,7522.81,6710.66,812.15,ok
2019-09-19,7522.81,6710.66,812.15,ok
2019-09-20,7522.81,6710.66,812.15,ok
2019-09-23,7522.81,6710.66,812.15,ok
2019-09-24,7522.81,6710.66,812.15,ok
2019-09-25,7522.81,6710.66,812.15,ok
2019-09-26,7522.81,6710.66,812.15,ok
2019-09-27,7522.81,6710.66,812.15,ok
2019-09-30,7522.81,6710.66,812.15,ok
2019-10-01,5998.29,6296.72,-298.43,ok
2019-10-02,5998.29,6296.72,-298.43,ok
2019-10-03,5998.29,6296.72,-298.43,ok
2019-10-04,5998.29,6296.72,-298.43,ok
2019-10-07,5998.29,6296.72,-298.43,ok
2019-10-08,5998.29,6296.72,-298.43,ok
2019-10-09,5998.29,6296.72,-298.43,ok
2019-10-10,5998.29,6296.72,-298.43,ok
2019-10-11,5998.29,6296.72,-298.43,ok
2019-10-14,5998.29,6296.72,-298.43,ok
2019-10-15,5998.29,6296.72,-298.43,ok
2019-10-16,5998.29,6296.72,-298.43,ok
2019-10-17,5998.29,6296.72,-298.43,ok
2019-10-18,5998.29,6296.72,-298.43,ok
2019-10-21,5998.29,6296.72,-298.43,ok
2019-10-22,5998.29,6296.72,-298.43,ok
2019-10-23,5998.29,6296.72,-298.43,ok
2019-10-24,5998.29,6296.72,-298.43,ok
2019-10-25,5998.29,6296.72,-298.43,ok
2019-10-28,5998.29,6296.72,-298.43,ok
2019-10-29,5998.29,6296.72,-298.43,ok
2019-10-30,5998.29,6296.72,-298.43,ok
2019-10-31,5998.29,6296.72,-298.43,ok
2019-11-01,9158.84,7120.31,2038.53,ok
2019-11-04,9158.84,7120.31,2038.53,ok
2019-11-05,9158.84,7120.31,2038.53,ok
2019-11-06,9158.84,7120.31,2038.53,ok
2019-11-07,9158.84,7120.31,2038.53,ok
2019-11-08,9158.84,7120.31,2038.53,ok
2019-11-11,9158.84,7120.31,2038.53,ok
2019-11-12,9158.84,7120.31,2038.53,ok
2019-11-13,9158.84,7120.31,2038.53,ok
2019-11-14,9158.84,7120.31,2038.53,ok
2019-11-15,9158.84,7120.31,2038.53,ok
2019-11-18,9158.84,7120.31,2038.53,ok
2019-11-19,9158.84,7120.31,2038.53,ok
2019-11-20,9158.84,7120.31,2038.53,ok
2019-11-21,9158.84,7120.31,2038.53,ok
2019-11-22,9158.84,7120.31,2038.53,ok
2019-11-25,9158.84,7120.31,2038.53,ok
2019-11-26,9158.84,7120.31,2038.53,ok
2019-11-27,9158.84,7120.31,2038.53,ok
2019-11-28,9158.84,7120.31,2038.53,ok
2019-11-29,9158.84,7120.31,2038.53,ok
2019-12-02,5929.62,6680.65,-751.03,ok
2019-12-03,5929.62,6680.65,-751.03,ok
2019-12-04,5929.62,6680.65,-751.03,ok
2019-12-05,5929.62,6680.65,-751.03,ok
2019-12-06,5929.62,6680.65,-751.03,ok
2019-12-09,5929.62,6680.65,-751.03,ok
2019-12-10,5929.62,6680.65,-751.03,ok
2019-12-11,5929.62,6680.65,-751.03,ok
2019-12-12,5929.62,6680.65,-751.03,ok
2019-12-13,5929.62,6680.65,-751.03,ok
2019-12-16,5929.62,6680.65,-751.03,ok
2019-12-17,5929.62,6680.65,-751.03,ok
2019-12-18,5929.62,6680.65,-751.03,ok
2019-12-19,5929.62,6680.65,-751.03,ok
2019-12-20,5929.62,6680.65,-751.03,ok
2019-12-23,5929.62,6680.65,-751.03,ok
2019-12-24,5929.62,6680.65,-751.03,ok
2019-12-25,5929.62,6680.65,-751.03,ok
2019-12-26,5929.62,6680.65,-751.03,ok
2019-12-27,5929.62,6680.65,-751.03,ok
2019-12-30,5929.62,6680.65,-751.03,ok
2019-12-31,5929.62,6680.65,-751.03,ok
2020-01-01,1492.9,3447.94,-1955.04,ok
2020-01-02,1492.9,3447.94,-1955.04,ok
2020-01-03,1492.9,3447.94,-1955.04,ok
2020-01-06,1492.9,3447.94,-1955.04,ok
2020-01-07,1492.9,3447.94,-1955.04,ok
2020-01-08,1492.9,3447.94,-1955.04,ok
2020-01-09,1492.9,3447.94,-1955.04,ok
2020-01-10,1492.9,3447.94,-1955.04,ok
2020-01-13,1492.9,3447.94,-1955.04,ok
2020-01-14,1492.9,3447.94,-1955.04,ok
2020-01-15,1492.9,3447.94,-1955.04,ok
2020-01-16,1492.9,3447.94,-1955.04,ok
2020-01-17,1492.9,3447.94,-1955.04,ok
2020-01-20,1492.9,3447.94,-1955.04,ok
2020-01-21,1492.9,3447.94,-1955.04,ok
2020-01-22,1492.9,3447.94,-1955.04,ok
2020-01-23,1492.9,3447.94,-1955.04,ok
2020-01-24,1492.9,3447.94,-1955.04,ok
2020-01-27,1492.9,3447.94,-1955.04,ok
2020-01-28,1492.9,3447.94,-1955.04,ok
2020-01-29,1492.9,3447.94,-1955.04,ok
2020-01-30,1492.9,3447.94,-1955.04,ok
2020-01-31,1492.9,3447.94,-1955.04,ok
2020-02-03,7196.24,11857.41,-4661.17,ok
2020-02-04,7196.24,11857.41,-4661.17,ok
2020-02-05,7196.24,11857.41,-4661.17,ok
2020-02-06,7196.24,11857.41,-4661.17,ok
2020-02-07,7196.24,11857.41,-4661.17,ok
2020-02-10,7196.24,11857.41,-4661.17,ok
2020-02-11,7196.24,11857.41,-4661.17,ok
2020-02-12,7196.24,11857.41,-4661.17,ok
2020-02-13,7196.24,11857.41,-4661.17,ok
2020-02-14,7196.24,11857.41,-4661.17,ok
2020-02-17,7196.24,11857.41,-4661.17,ok
2020-02-18,7196.24,11857.41,-4661.17,ok
2020-02-19,7196.24,11857.41,-4661.17,ok
2020-02-20,7196.24,11857.41,-4661.17,ok
2020-02-21,7196.24,11857.41,-4661.17,ok
2020-02-24,7196.24,11857.41,-4661.17,ok
2020-02-25,7196.24,11857.41,-4661.17,ok
2020-02-26,7196.24,11857.41,-4661.17,ok
2020-02-27,7196.24,11857.41,-4661.17,ok
2020-02-28,7196.24,11857.41,-4661.17,ok
2020-03-02,12531.64,15846.93,-3315.29,ok
2020-03-03,12531.64,15846.93,-3315.29,ok
2020-03-04,12531.64,15846.93,-3315.29,ok
2020-03-05,12531.64,15846.93,-3315.29,ok
2020-03-06,12531.64,15846.93,-3315.29,ok
2020-03-09,12531.64,15846.93,-3315.29,ok
2020-03-10,12531.64,15846.93,-3315.29,ok
2020-03-11,12531.64,15846.93,-3315.29,ok
2020-03-12,12531.64,15846.93,-3315.29,ok
2020-03-13,12531.64,15846.93,-3315.29,ok
2020-03-16,12531.64,15846.93,-3315.29,ok
2020-03-17,12531.64,15846.93,-3315.29,ok
2020-03-18,12531.64,15846.93,-3315.29,ok
2020-03-19,12531.64,15846.93,-3315.29,ok
2020-03-20,12531.64,15846.93,-3315.29,ok
2020-03-23,12531.64,15846.93,-3315.29,ok
2020-03-24,12531.64,15846.93,-3315.29,ok
2020-03-25,12531.64,15846.93,-3315.29,ok
2020-03-26,12531.64,15846.93,-3315.29,ok
2020-03-27,12531.64,15846.93,-3315.29,ok
2020-03-30,12531.64,15846.93,-3315.29,ok
2020-03-31,12531.64,15846.93,-3315.29,ok
2020-04-01,384075.54,450201.12,-66125.58,ok
2020-04-02,384075.54,450201.12,-66125.58,ok
2020-04-03,11647.1,15441.56,-3794.46,ok
2020-04-06,11647.1,15441.56,-3794.46,ok
2020-04-07,11647.1,15441.56,-3794.46,ok
2020-04-08,11647.1,15441.56,-3794.46,ok
2020-04-09,11647.1,15441.56,-3794.46,ok
2020-04-10,11647.1,15441.56,-3794.46,ok
2020-04-13,11647.1,15441.56,-3794.46,ok
2020-04-14,11647.1,15441.56,-3794.46,ok
2020-04-15,11647.1,15441.56,-3794.46,ok
2020-04-16,11647.1,15441.56,-3794.46,ok
2020-04-17,11647.1,15441.56,-3794.46,ok
2020-04-20,11647.1,15441.56,-3794.46,ok
2020-04-21,11647.1,15441.56,-3794.46,ok
2020-04-22,11647.1,15441.56,-3794.46,ok
2020-04-23,11647.1,15441.56,-3794.46,ok
2020-04-24,11647.1,15441.56,-3794.46,ok
2020-04-27,11647.1,15441.56,-3794.46,ok
2020-04-28,11647.1,15441.56,-3794.46,ok
2020-04-29,11647.1,15441.56,-3794.46,ok
2020-04-30,11647.1,15441.56,-3794.46,ok
2020-05-01,,,,holiday
2020-05-04,9655.67,6882.77,2772.9,ok
2020-05-05,9655.67,6882.77,2772.9,ok
2020-05-06,9655.67,6882.77,2772.9,ok
2020-05-07,9655.67,6882.77,2772.9,ok
2020-05-08,9655.67,6882.77,2772.9,ok
2020-05-11,9655.67,6882.77,2772.9,ok
2020-05-12,9655.67,6882.77,2772.9,ok
2020-05-13,9655.67,6882.77,2772.9,ok
2020-05-14,9655.67,6882.77,2772.9,ok
2020-05-15,9655.67,6882.77,2772.9,ok
2020-05-18,9655.67,6882.77,2772.9,ok
2020-05-19,9655.67,6882.77,2772.9,ok
2020-05-20,9655.67,6882.77,2772.9,ok
2020-05-21,9655.67,6882.77,2772.9,ok
2020-05-22,9655.67,6882.77,2772.9,ok
2020-05-25,9655.67,6882.77,2772.9,ok
2020-05-26,9655.67,6882.77,2772.9,ok
2020-05-27,9655.67,6882.77,2772.9,ok
2020-05-28,9655.67,6882.77,2772.9,ok
2020-05-29,9655.67,6882.77,2772.9,ok
2020-06-01,25171.78,23967.09,1204.69,ok
2020-06-02,25171.78,23967.09,1204.69,ok
2020-06-03,25171.78,23967.09,1204.69,ok
2020-06-04,25171.78,23967.09,1204.69,ok
2020-06-05,25171.78,23967.09,1204.69,ok
2020-06-08,25171.78,23967.09,1204.69,ok
2020-06-09,25171.78,23967.09,1204.69,ok
2020-06-10,25171.78,23967.09,1204.69,ok
2020-06-11,25171.78,23967.09,1204.69,ok
2020-06-12,25171.78,23967.09,1204.69,ok
2020-06-15,25171.78,23967.09,1204.69,ok
2020-06-16,25171.78,23967.09,1204.69,ok
2020-06-17,25171.78,23967.09,1204.69,ok
2020-06-18,25171.78,23967.09,1204.69,ok
2020-06-19,25171.78,23967.09,1204.69,ok
2020-06-22,25171.78,23967.09,1204.69,ok
2020-06-23,25171.78,23967.09,1204.69,ok
2020-06-24,25171.78,23967.09,1204.69,ok
2020-06-25,25171.78,23967.09,1204.69,ok
2020-06-26,25171.78,23967.09,1204.69,ok
2020-06-29,25171.78,23967.09,1204.69,ok
2020-06-30,25171.78,23967.09,1204.69,ok
2020-07-01,4789.91,6743.86,-1953.95,ok
2020-07-02,4789.91,6743.86,-1953.95,ok
2020-07-03,4789.91,6743.86,-1953.95,ok
2020-07-06,4789.91,6743.86,-1953.95,ok
2020-07-07,4789.91,6743.86,-1953.95,ok
2020-07-08,4789.91,6743.86,-1953.95,ok
2020-07-09,4789.91,6743.86,-1953.95,ok
2020-07-10,4789.91,6743.86,-1953.95,ok
2020-07-13,4789.91,6743.86,-1953.95,ok
2020-07-14,4789.91,6743.86,-1953.95,ok
2020-07-15,4789.91,6743.86,-1953.95,ok
2020-07-16,4789.91,6743.86,-1953.95,ok
2020-07-17,4789.91,6743.86,-1953.95,ok
2020-07-20,4789.91,6743.86,-1953.95,ok
2020-07-21,4789.91,6743.86,-1953.95,ok
2020-07-22,4789.91,6743.86,-1953.95,ok
2020-07-23,4789.91,6743.86,-1953.95,ok
2020-07-24,4789.91,6743.86,-1953.95,ok
2020-07-27,4789.91,6743.86,-1953.95,ok
2020-07-28,4789.91,6743.86,-1953.95,ok
2020-07-29,4789.91,6743.86,-1953.95,ok
2020-07-30,4789.91,6743.86,-1953.95,ok
2020-07-31,4789.91,6743.86,-1953.95,ok
2020-08-03,4787.25,5732.31,-945.06,ok
2020-08-04,4787.25,5732.31,-945.06,ok
2020-08-05,4787.25,5732.31,-945.06,ok
2020-08-06,4787.25,5732.31,-945.06,ok
2020-08-07,4787.25,5732.31,-945.06,ok
2020-08-10,4787.25,5732.31,-945.06,ok
2020-08-11,4787.25,5732.31,-945.06,ok
2020-08-12,4787.25,5732.31,-945.06,ok
2020-08-13,4787.25,5732.31,-945.06,ok
2020-08-14,4787.25,5732.31,-945.06,ok
2020-08-17,4787.25,5732.31,-945.06,ok
2020-08-18,4787.25,5732.31,-945.06,ok
2020-08-19,4787.25,5732.31,-945.06,ok
2020-08-20,4787.25,5732.31,-945.06,ok
2020-08-21,4787.25,5732.31,-945.06,ok
2020-08-24,4787.25,5732.31,-945.06,ok
2020-08-25,4787.25,5732.31,-945.06,ok
2020-08-26,4787.25,5732.31,-945.06,ok
2020-08-27,4787.25,5732.31,-945.06,ok
2020-08-28,4787.25,5732.31,-945.06,ok
2020-08-31,4787.25,5732.31,-945.06,ok
2020-09-01,17679.28,20035.22,-2355.94,ok
2020-09-02,17679.28,20035.22,-2355.94,ok
2020-09-03,17679.28,20035.22,-2355.94,ok
2020-09-04,17679.28,20035.22,-2355.94,ok
2020-09-07,17679.28,20035.22,-2355.94,ok
2020-09-08,17679.28,20035.22,-2355.94,ok
2020-09-09,17679.28,20035.22,-2355.94,ok
2020-09-10,17679.28,20035.22,-2355.94,ok
2020-09-11,17679.28,20035.22,-2355.94,ok
2020-09-14,17679.28,20035.22,-2355.94,ok
2020-09-15,17679.28,20035.22,-2355.94,ok
2020-09-16,17679.28,20035.22,-2355.94,ok
2020-09-17,17679.28,20035.22,-2355.94,ok
2020-09-18,17679.28,20035.22,-2355.94,ok
2020-09-21,17679.28,20035.22,-2355.94,ok
2020-09-22,17679.28,20035.22,-2355.94,ok
2020-09-23,17679.28,20035.22,-2355.94,ok
2020-09-24,17679.28,20035.22,-2355.94,ok
2020-09-25,17679.28,20035.22,-2355.94,ok
2020-09-28,17679.28,20035.22,-2355.94,ok
2020-09-29,17679.28,20035.22,-2355.94,ok
2020-09-30,17679.28,20035.22,-2355.94,ok
2020-10-01,5764.16,6417.75,-653.59,ok
2020-10-02,5764.16,6417.75,-653.59,ok
2020-10-05,5764.16,6417.75,-653.59,ok
2020-10-06,5764.16,6417.75,-653.59,ok
2020-10-07,5764.16,6417.75,-653.59,ok
2020-10-08,5764.16,6417.75,-653.59,ok
2020-10-09,5764.16,6417.75,-653.59,ok
2020-10-12,5764.16,6417.75,-653.59,ok
2020-10-13,5764.16,6417.75,-653.59,ok
2020-10-14,5764.16,6417.75,-653.59,ok
2020-10-15,5764.16,6417.75,-653.59,ok
2020-10-16,5764.16,6417.75,-653.59,ok
2020-10-19,5764.16,6417.75,-653.59,ok
2020-10-20,5764.16,6417.75,-653.59,ok
2020-10-21,5764.16,6417.75,-653.59,ok
2020-10-22,5764.16,6417.75,-653.59,ok
2020-10-23,5764.16,6417.75,-653.59,ok
2020-10-26,5764.16,6417.75,-653.59,ok
2020-10-27,5764.16,6417.75,-653.59,ok
2020-10-28,5764.16,6417.75,-653.59,ok
2020-10-29,5764.16,6417.75,-653.59,ok
2020-10-30,5764.16,6417.75,-653.59,ok
2020-11-02,12396.38,13807.49,-1411.11,ok
2020-11-03,12396.38,13807.49,-1411.11,ok
2020-11-04,12396.38,13807.49,-1411.11,ok
2020-11-05,12396.38,13807.49,-1411.11,ok
2020-11-06,12396.38,13807.49,-1411.11,ok
2020-11-09,12396.38,13807.49,-1411.11,ok
2020-11-10,12396.38,13807.49,-1411.11,ok
2020-11-11,12396.38,13807.49,-1411.11,ok
2020-11-12,12396.38,13807.49,-1411.11,ok
2020-11-13,12396.38,13807.49,-1411.11,ok
2020-11-16,12396.38,13807.49,-1411.11,ok
2020-11-17,12396.38,13807.49,-1411.11,ok
2020-11-18,12396.38,13807.49,-1411.11,ok
2020-11-19,12396.38,13807.49,-1411.11,ok
2020-11-20,12396.38,13807.49,-1411.11,ok
2020-11-23,12396.38,13807.49,-1411.11,ok
2020-11-24,12396.38,13807.49,-1411.11,ok
2020-11-25,12396.38,13807.49,-1411.11,ok
2020-11-26,12396.38,13807.49,-1411.11,ok
2020-11-27,12396.38,13807.49,-1411.11,ok
2020-11-30,12396.38,13807.49,-1411.11,ok
2020-12-01,75713.89,66581.76,9132.13,ok
2020-12-02,75713.89,66581.76,9132.13,ok
2020-12-03,75713.89,66581.76,9132.13,ok
2020-12-04,75713.89,66581.76,9132.13,ok
2020-12-07,75713.89,66581.76,9132.13,ok
2020-12-08,75713.89,66581.76,9132.13,ok
2020-12-09,75713.89,66581.76,9132.13,ok
2020-12-10,75713.89,66581.76,9132.13,ok
2020-12-11,75713.89,66581.76,9132.13,ok
2020-12-14,75713.89,66581.76,9132.13,ok
2020-12-15,75713.89,66581.76,9132.13,ok
2020-12-16,75713.89,66581.76,9132.13,ok
2020-12-17,75713.89,66581.76,9132.13,ok
2020-12-18,75713.89,66581.76,9132.13,ok
2020-12-21,75713.89,66581.76,9132.13,ok
2020-12-22,75713.89,66581.76,9132.13,ok
2020-12-23,75713.89,66581.76,9132.13,ok
2020-12-24,75713.89,66581.76,9132.13,ok
2020-12-25,75713.89,66581.76,9132.13,ok
2020-12-28,75713.89,66581.76,9132.13,ok
2020-12-29,75713.89,66581.76,9132.13,ok
2020-12-30,75713.89,66581.76,9132.13,ok
2020-12-31,75713.89,66581.76,9132.13,ok
2021-01-01,6253.27,5641.15,612.12,ok
2021-01-04,6253.27,5641.15,612.12,ok
2021-01-05,6253.27,5641.15,612.12,ok
2021-01-06,6253.27,5641.15,612.12,ok
2021-01-07,6253.27,5641.15,612.12,ok
2021-01-08,6253.27,5641.15,612.12,ok
2021-01-11,6253.27,5641.15,612.12,ok
2021-01-12,6253.27,5641.15,612.12,ok
2021-01-13,6253.27,5641.15,612.12,ok
2021-01-14,6253.27,5641.15,612.12,ok
2021-01-15,6253.27,5641.15,612.12,ok
2021-01-18,6253.27,5641.15,612.12,ok
2021-01-19,6253.27,5641.15,612.12,ok
2021-01-20,6253.27,5641.15,612.12,ok
2021-01-21,6253.27,5641.15,612.12,ok
2021-01-22,6253.27,5641.15,612.12,ok
2021-01-25,6253.27,5641.15,612.12,ok
2021-01-26,6253.27,5641.15,612.12,ok
2021-01-27,6253.27,5641.15,612.12,ok
2021-01-28,6253.27,5641.15,612.12,ok
2021-01-29,6253.27,5641.15,612.12,ok
2021-02-01,14313.3,18939.5,-4626.2,ok
2021-02-02,14313.3,18939.5,-4626.2,ok
2021-02-03,14313.3,18939.5,-4626.2,ok
2021-02-04,14313.3,18939.5,-4626.2,ok
2021-02-05,14313.3,18939.5,-4626.2,ok
2021-02-08,14313.3,18939.5,-4626.2,ok
2021-02-09,14313.3,18939.5,-4626.2,ok
2021-02-10,14313.3,18939.5,-4626.2,ok
2021-02-11,14313.3,18939.5,-4626.2,ok
2021-02-12,14313.3,18939.5,-4626.2,ok
2021-02-15,14313.3,18939.5,-4626.2,ok
